Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
2001-12-17,22.725266,17.392849,18.545652,11.452307000000001,20.779204999999997,19.736444,15.026496,20.225217999999998,15.209578
2001-12-18,22.962234,17.296904,18.790064,11.558634,21.083305,20.209173,15.500433,20.306151999999997,15.34901
2001-12-19,23.076645000000003,17.509342,19.219641,11.784577,20.974138,20.401229999999998,15.221651999999999,20.014789999999998,15.678076
2001-12-20,22.937727,17.536751000000002,19.130751,11.73584,20.716835,20.283039000000002,15.075285000000001,19.32686,15.599995000000002
2001-12-21,23.26837,17.715560999999997,19.261644,11.653528,20.68325,20.512017999999998,15.029696,19.585842,15.490388000000001
2001-12-24,23.350216,17.708687,19.581436,11.644625999999999,20.776981,20.534184,15.057753,19.513006,15.614045999999998
2001-12-26,23.571198000000003,17.756826,19.923536,11.698025,20.933201,20.60804,14.945539000000002,19.666784,15.597184
2001-12-27,23.595757,17.646786,19.990465,11.689122,21.167524,20.600653,15.099839000000001,19.836735,15.805143
2001-12-28,23.767626,17.571138,20.079704,11.813715,21.378408,20.718834,15.212045000000002,19.877209,15.748939000000002
2001-12-31,23.407511,17.467983,19.856598,11.702473,21.050367,20.460316,15.022682000000001,19.423977,15.754567000000002
2002-01-02,23.481171,17.406084,19.707864999999998,11.689122,21.230009,20.460316,15.134898999999999,19.909584,15.979379999999999
2002-01-03,23.407511,17.351076000000003,19.588873,11.769213,21.323744,20.45293,15.415439000000001,20.783653,16.063696
2002-01-04,23.792179,17.302933,19.678112,11.924947,21.573698,20.460316,15.710001,20.913145,15.990623000000001
2002-01-07,23.653036,17.172266,19.670681,11.893803,21.597122,20.319975,15.710001,20.686541000000002,16.007488000000002
2002-01-08,23.734886,17.082872000000002,19.499632000000002,11.729168,21.714277,20.260873999999998,15.443494,20.840307,15.810761
2002-01-09,23.407511,17.14476,19.521938000000002,11.791463,21.597122,20.150082,15.352317000000001,20.678444,15.67025
2002-01-10,23.571198000000003,17.172266,19.373201,11.746972,21.659615,19.943266,15.085806,20.508488,15.7939
